thoi_gian_KaNak,thoi_gian_AnKhe,Tổng lưu lượng xả (m³/s)[Thực tế],Lưu lượng đến hồ (m³/s),Sum_Mua
2019-10-11 08:00:00,2019-10-11 14:00:00,21.3,7.22,0.0
2019-10-11 09:00:00,2019-10-11 15:00:00,29.0,14.67,0.0
2019-10-11 10:00:00,2019-10-11 16:00:00,29.0,24.0,0.0
2019-10-11 11:00:00,2019-10-11 17:00:00,29.0,28.0,0.0
2019-10-11 12:00:00,2019-10-11 18:00:00,29.0,34.67,0.0
2019-10-11 13:00:00,2019-10-11 19:00:00,29.0,34.67,0.0
2019-10-11 14:00:00,2019-10-11 20:00:00,29.0,34.67,0.0
2019-10-11 15:00:00,2019-10-11 21:00:00,29.0,34.67,0.0
2019-10-11 16:00:00,2019-10-11 22:00:00,29.0,34.67,0.0
2019-10-11 17:00:00,2019-10-11 23:00:00,29.0,34.67,0.0
2019-10-12 00:00:00,2019-10-12 06:00:00,15.5,17.33,0.0
2019-10-12 01:00:00,2019-10-12 07:00:00,0.0,10.67,0.0
2019-10-12 02:00:00,2019-10-12 08:00:00,0.0,5.78,0.0
2019-10-12 03:00:00,2019-10-12 09:00:00,0.0,5.82,0.0
2019-10-12 04:00:00,2019-10-12 10:00:00,0.0,5.82,0.0
2019-10-12 05:00:00,2019-10-12 11:00:00,0.0,5.1,0.0
2019-10-12 06:00:00,2019-10-12 12:00:00,0.0,4.3,0.0
2019-10-12 07:00:00,2019-10-12 13:00:00,0.0,4.3,0.0
2019-10-12 08:00:00,2019-10-12 14:00:00,25.1,7.87,0.0
2019-10-12 09:00:00,2019-10-12 15:00:00,29.0,16.8,0.0
2019-10-12 10:00:00,2019-10-12 16:00:00,29.0,23.6,0.0
2019-10-12 11:00:00,2019-10-12 17:00:00,29.0,28.0,0.0
2019-10-12 12:00:00,2019-10-12 18:00:00,29.0,34.67,0.0
2019-10-12 13:00:00,2019-10-12 19:00:00,29.0,34.67,0.0
2019-10-12 14:00:00,2019-10-12 20:00:00,29.0,34.67,0.0
2019-10-12 15:00:00,2019-10-12 21:00:00,29.0,34.67,0.0
2019-10-12 16:00:00,2019-10-12 22:00:00,29.0,34.67,0.0
2019-10-12 17:00:00,2019-10-12 23:00:00,29.0,31.37,0.0
2019-10-13 00:00:00,2019-10-13 06:00:00,0.0,18.33,0.0
2019-10-13 01:00:00,2019-10-13 07:00:00,0.0,5.68,0.0
2019-10-13 02:00:00,2019-10-13 08:00:00,0.0,3.3,0.0
2019-10-13 03:00:00,2019-10-13 09:00:00,0.0,3.3,0.0
2019-10-13 04:00:00,2019-10-13 10:00:00,0.0,3.3,0.0
2019-10-13 05:00:00,2019-10-13 11:00:00,0.0,2.2,0.0
2019-10-13 06:00:00,2019-10-13 12:00:00,0.0,5.0,0.0
2019-10-13 07:00:00,2019-10-13 13:00:00,0.0,5.0,0.0
2019-10-13 08:00:00,2019-10-13 14:00:00,0.0,5.0,0.0
2019-10-13 09:00:00,2019-10-13 15:00:00,0.0,5.0,0.0
2019-10-13 10:00:00,2019-10-13 16:00:00,0.0,5.62,0.0
2019-10-13 11:00:00,2019-10-13 17:00:00,0.0,5.62,0.0
2019-10-13 12:00:00,2019-10-13 18:00:00,0.0,5.62,0.0
2019-10-13 13:00:00,2019-10-13 19:00:00,0.0,5.62,0.0
2019-10-13 14:00:00,2019-10-13 20:00:00,0.0,5.62,0.0
2019-10-13 15:00:00,2019-10-13 21:00:00,0.0,4.87,0.0
2019-10-13 16:00:00,2019-10-13 22:00:00,0.0,2.93,0.0
2019-10-13 17:00:00,2019-10-13 23:00:00,0.0,2.45,0.0
2019-10-14 00:00:00,2019-10-14 06:00:00,0.0,3.86,0.0
2019-10-14 01:00:00,2019-10-14 07:00:00,0.0,3.86,0.0
2019-10-14 02:00:00,2019-10-14 08:00:00,0.0,3.3,0.0
2019-10-14 03:00:00,2019-10-14 09:00:00,0.0,3.3,0.0
2019-10-14 04:00:00,2019-10-14 10:00:00,0.0,3.3,0.0
2019-10-14 05:00:00,2019-10-14 11:00:00,0.0,3.3,0.0
2019-10-14 06:00:00,2019-10-14 12:00:00,0.0,4.0,0.0
2019-10-14 07:00:00,2019-10-14 13:00:00,0.0,4.0,0.0
2019-10-14 08:00:00,2019-10-14 14:00:00,2.0,3.7,0.0
2019-10-14 09:00:00,2019-10-14 15:00:00,30.0,3.78,0.0
2019-10-14 10:00:00,2019-10-14 16:00:00,30.0,7.83,0.0
2019-10-14 11:00:00,2019-10-14 17:00:00,30.0,8.87,0.0
2019-10-14 12:00:00,2019-10-14 18:00:00,30.0,9.87,0.0
2019-10-14 13:00:00,2019-10-14 19:00:00,30.0,10.85,0.0
2019-10-14 14:00:00,2019-10-14 20:00:00,30.0,31.67,0.0
2019-10-14 15:00:00,2019-10-14 21:00:00,30.0,31.67,0.0
2019-10-14 16:00:00,2019-10-14 22:00:00,30.0,31.67,0.0
2019-10-14 17:00:00,2019-10-14 23:00:00,30.0,31.67,0.0
2019-10-15 00:00:00,2019-10-15 06:00:00,30.0,31.2,0.0
2019-10-15 01:00:00,2019-10-15 07:00:00,30.0,31.03,0.0
2019-10-15 02:00:00,2019-10-15 08:00:00,30.0,31.05,0.0
2019-10-15 03:00:00,2019-10-15 09:00:00,30.0,31.03,0.0
2019-10-15 04:00:00,2019-10-15 10:00:00,30.0,31.05,0.0
2019-10-15 05:00:00,2019-10-15 11:00:00,30.0,31.01,0.0
2019-10-15 06:00:00,2019-10-15 12:00:00,30.0,31.03,0.0
2019-10-15 07:00:00,2019-10-15 13:00:00,30.0,31.04,0.0
2019-10-15 08:00:00,2019-10-15 14:00:00,30.0,31.03,0.0
2019-10-15 09:00:00,2019-10-15 15:00:00,30.0,31.04,0.0
2019-10-15 10:00:00,2019-10-15 16:00:00,30.0,31.03,0.0
2019-10-15 11:00:00,2019-10-15 17:00:00,30.0,31.03,0.0
2019-10-15 12:00:00,2019-10-15 18:00:00,30.0,31.03,0.0
2019-10-15 13:00:00,2019-10-15 19:00:00,30.0,31.03,0.0
2019-10-15 14:00:00,2019-10-15 20:00:00,30.0,31.05,0.0
2019-10-15 15:00:00,2019-10-15 21:00:00,30.0,31.05,1.4500000476837158
2019-10-15 16:00:00,2019-10-15 22:00:00,30.0,31.05,0.0
2019-10-15 17:00:00,2019-10-15 23:00:00,30.0,31.05,0.7199999839067459
2019-10-16 00:00:00,2019-10-16 06:00:00,30.0,34.67,2.4099999964237213
2019-10-16 01:00:00,2019-10-16 07:00:00,30.0,34.67,1.2100000083446503
2019-10-16 02:00:00,2019-10-16 08:00:00,30.0,34.67,0.0
2019-10-16 03:00:00,2019-10-16 09:00:00,30.0,34.67,0.9700000286102295
2019-10-16 04:00:00,2019-10-16 10:00:00,30.0,34.67,1.9300000220537186
2019-10-16 05:00:00,2019-10-16 11:00:00,30.0,34.67,3.6200000643730164
2019-10-16 06:00:00,2019-10-16 12:00:00,30.0,34.67,7.809999942779541
2019-10-16 07:00:00,2019-10-16 13:00:00,30.0,34.67,0.0
2019-10-16 08:00:00,2019-10-16 14:00:00,30.0,34.67,0.7299999892711639
2019-10-16 09:00:00,2019-10-16 15:00:00,30.0,34.67,0.23999999463558197
2019-10-16 10:00:00,2019-10-16 16:00:00,30.0,34.67,0.0
2019-10-16 11:00:00,2019-10-16 17:00:00,30.0,34.67,2.660000041127205
2019-10-16 12:00:00,2019-10-16 18:00:00,30.0,34.67,1.9299999922513962
2019-10-16 13:00:00,2019-10-16 19:00:00,30.0,34.67,0.23999999463558197
2019-10-16 14:00:00,2019-10-16 20:00:00,30.0,34.67,2.900000035762787
2019-10-16 15:00:00,2019-10-16 21:00:00,30.0,34.67,0.47999998927116394
2019-10-16 16:00:00,2019-10-16 22:00:00,30.0,32.01,0.0
2019-10-16 17:00:00,2019-10-16 23:00:00,30.0,32.42,0.0
2019-10-17 00:00:00,2019-10-17 06:00:00,30.0,93.0,0.23999999463558197
2019-10-17 01:00:00,2019-10-17 07:00:00,30.0,129.11,4.350000098347664
2019-10-17 02:00:00,2019-10-17 08:00:00,30.0,143.56,0.23999999463558197
2019-10-17 03:00:00,2019-10-17 09:00:00,30.0,140.34,5.330000162124634
2019-10-17 04:00:00,2019-10-17 10:00:00,30.0,142.22,13.430000305175781
2019-10-17 05:00:00,2019-10-17 11:00:00,30.0,142.67,11.579999908804893
2019-10-17 06:00:00,2019-10-17 12:00:00,30.0,198.39,14.080000162124634
2019-10-17 07:00:00,2019-10-17 13:00:00,30.0,181.17,4.8700001090765
2019-10-17 08:00:00,2019-10-17 14:00:00,30.0,138.11,10.870000123977661
2019-10-17 09:00:00,2019-10-17 15:00:00,31.0,95.06,3.380000114440918
2019-10-17 10:00:00,2019-10-17 16:00:00,6.2,77.83,6.289999961853027
2019-10-17 11:00:00,2019-10-17 17:00:00,0.0,77.83,7.500000238418579
2019-10-17 12:00:00,2019-10-17 18:00:00,0.0,69.22,9.680000051856041
2019-10-17 13:00:00,2019-10-17 19:00:00,0.0,60.61,13.300000190734863
2019-10-17 14:00:00,2019-10-17 20:00:00,0.0,60.61,0.0
2019-10-17 15:00:00,2019-10-17 21:00:00,0.0,60.61,0.0
2019-10-17 16:00:00,2019-10-17 22:00:00,0.0,60.61,0.0
2019-10-17 17:00:00,2019-10-17 23:00:00,0.0,52.0,0.0
2019-10-18 00:00:00,2019-10-18 06:00:00,0.0,43.39,2.660000056028366
2019-10-18 01:00:00,2019-10-18 07:00:00,0.0,43.39,0.47999998927116394
2019-10-18 02:00:00,2019-10-18 08:00:00,0.0,43.39,0.7299999892711639
2019-10-18 03:00:00,2019-10-18 09:00:00,0.0,52.0,0.7200000286102295
2019-10-18 04:00:00,2019-10-18 10:00:00,0.0,52.0,0.9700000286102295
2019-10-18 05:00:00,2019-10-18 11:00:00,0.0,44.35,0.23999999463558197
2019-10-18 06:00:00,2019-10-18 12:00:00,0.0,34.78,0.23999999463558197
2019-10-18 07:00:00,2019-10-18 13:00:00,0.0,26.17,0.0
2019-10-18 08:00:00,2019-10-18 14:00:00,0.0,37.85,0.0
2019-10-18 09:00:00,2019-10-18 15:00:00,0.0,45.76,0.0
2019-10-18 10:00:00,2019-10-18 16:00:00,0.0,38.54,0.0
2019-10-18 11:00:00,2019-10-18 17:00:00,0.0,35.67,0.0
2019-10-18 12:00:00,2019-10-18 18:00:00,0.0,36.58,0.23999999463558197
2019-10-18 13:00:00,2019-10-18 19:00:00,0.0,33.95,0.25
2019-10-18 14:00:00,2019-10-18 20:00:00,0.0,34.78,0.0
2019-10-18 15:00:00,2019-10-18 21:00:00,0.0,26.17,1.9300000667572021
2019-10-18 16:00:00,2019-10-18 22:00:00,0.0,24.38,0.0
2019-10-18 17:00:00,2019-10-18 23:00:00,0.0,10.78,0.0
2019-10-19 00:00:00,2019-10-19 06:00:00,0.0,4.17,0.0
2019-10-19 01:00:00,2019-10-19 07:00:00,0.0,4.17,1.4500000029802322
2019-10-19 02:00:00,2019-10-19 08:00:00,0.0,10.17,0.0
2019-10-19 03:00:00,2019-10-19 09:00:00,0.0,26.17,0.0
2019-10-19 04:00:00,2019-10-19 10:00:00,0.0,26.17,0.0
2019-10-19 05:00:00,2019-10-19 11:00:00,0.0,26.17,0.0
2019-10-19 06:00:00,2019-10-19 12:00:00,0.0,23.52,0.0
2019-10-19 07:00:00,2019-10-19 13:00:00,0.0,23.17,0.0
2019-10-19 08:00:00,2019-10-19 14:00:00,0.0,23.17,0.0
2019-10-19 09:00:00,2019-10-19 15:00:00,29.0,23.17,0.23999999463558197
2019-10-19 10:00:00,2019-10-19 16:00:00,30.0,31.78,7.5
2019-10-19 11:00:00,2019-10-19 17:00:00,30.0,31.18,0.7199999839067459
2019-10-19 12:00:00,2019-10-19 18:00:00,30.0,28.78,0.25
2019-10-19 13:00:00,2019-10-19 19:00:00,30.0,28.78,0.0
2019-10-19 14:00:00,2019-10-19 20:00:00,30.0,28.78,0.7200000286102295
2019-10-19 15:00:00,2019-10-19 21:00:00,30.0,28.78,4.829999893903732
2019-10-19 16:00:00,2019-10-19 22:00:00,30.0,28.78,1.6900000423192978
2019-10-19 17:00:00,2019-10-19 23:00:00,30.0,37.39,0.25
2019-10-20 00:00:00,2019-10-20 06:00:00,30.0,50.83,0.0
2019-10-20 01:00:00,2019-10-20 07:00:00,30.0,50.83,0.0
2019-10-20 02:00:00,2019-10-20 08:00:00,30.0,42.22,0.0
2019-10-20 03:00:00,2019-10-20 09:00:00,30.0,42.22,0.0
2019-10-20 04:00:00,2019-10-20 10:00:00,30.0,33.61,0.23999999463558197
2019-10-20 05:00:00,2019-10-20 11:00:00,30.0,37.04,0.0
2019-10-20 06:00:00,2019-10-20 12:00:00,30.0,46.0,0.0
2019-10-20 07:00:00,2019-10-20 13:00:00,30.0,46.0,0.0
2019-10-20 08:00:00,2019-10-20 14:00:00,30.0,46.0,0.0
2019-10-20 09:00:00,2019-10-20 15:00:00,30.0,46.0,0.0
2019-10-20 10:00:00,2019-10-20 16:00:00,30.0,46.0,0.0
2019-10-20 11:00:00,2019-10-20 17:00:00,30.0,46.0,0.0
2019-10-20 12:00:00,2019-10-20 18:00:00,30.0,46.0,0.0
2019-10-20 13:00:00,2019-10-20 19:00:00,30.0,37.39,0.0
2019-10-20 14:00:00,2019-10-20 20:00:00,30.0,46.0,0.0
2019-10-20 15:00:00,2019-10-20 21:00:00,30.0,46.0,0.0
2019-10-20 16:00:00,2019-10-20 22:00:00,30.0,46.0,0.0
2019-10-20 17:00:00,2019-10-20 23:00:00,30.0,37.39,0.0
2019-10-21 00:00:00,2019-10-21 06:00:00,30.0,37.39,0.0
2019-10-21 01:00:00,2019-10-21 07:00:00,30.0,37.39,0.23999999463558197
2019-10-21 02:00:00,2019-10-21 08:00:00,30.0,37.39,0.0
2019-10-21 03:00:00,2019-10-21 09:00:00,30.0,37.39,0.0
2019-10-21 04:00:00,2019-10-21 10:00:00,30.0,37.39,0.0
2019-10-21 05:00:00,2019-10-21 11:00:00,30.0,37.39,0.0
2019-10-21 06:00:00,2019-10-21 12:00:00,30.0,37.39,0.0
2019-10-21 07:00:00,2019-10-21 13:00:00,30.0,37.39,0.0
2019-10-21 08:00:00,2019-10-21 14:00:00,30.0,37.39,0.0
2019-10-21 09:00:00,2019-10-21 15:00:00,30.0,37.39,0.0
2019-10-21 10:00:00,2019-10-21 16:00:00,30.0,37.39,0.0
2019-10-21 11:00:00,2019-10-21 17:00:00,30.0,37.39,0.0
2019-10-21 12:00:00,2019-10-21 18:00:00,30.0,37.39,0.0
2019-10-21 13:00:00,2019-10-21 19:00:00,30.0,37.39,0.0
2019-10-21 14:00:00,2019-10-21 20:00:00,30.0,37.39,0.0
2019-10-21 15:00:00,2019-10-21 21:00:00,30.0,37.39,0.0
